epoch,loss,lr,val_loss
0,0.39937557786140804,1e-04,0.7870495915412903
1,0.35488591694606925,1e-04,0.10284814238548279
2,0.47718834300648494,1e-04,0.2450697273015976
3,0.249691053381506,1e-04,0.1193900927901268
4,0.3468186281762033,1e-04,0.5188522934913635
5,0.3590841114099296,1e-04,0.18564407527446747
6,0.35139237358322684,1e-04,1.0373715162277222
